Interval=	0,005 s
ExcelDateTime=	4,2821680721150136e+04	03/27/17 16:20:14,307372
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	LV Pressure	Aortic Pressure	Aortic Flow	LVAD Flow
340,945	-8,941238	97,11187	4,297746	4,155897
340,95	-7,366899	97,11187	4,426182	4,162036
340,955	-6,107428	97,42468	4,319152	4,169403
340,96	-5,398975	97,65929	4,511806	4,18291
340,965	-4,847957	97,7375	4,326287	4,190277
340,97	-4,454372	97,8939	4,59743	4,207467
340,975	-3,745919	98,20671	4,419047	4,227112
340,98	-3,745919	98,36312	4,504671	4,240619
340,985	-3,745919	98,59773	4,340558	4,263948
340,99	-4,139504	98,59773	4,468994	4,297099
340,995	-4,218221	99,06695	4,411911	4,324112
341	-4,690523	99,37976	4,454723	4,35358
341,005	-5,320258	99,53616	4,540348	4,384277
341,01	-5,871277	99,53616	4,540348	4,407606
341,015	-6,186145	99,30155	4,576024	4,42234
341,02	-6,343579	99,06695	4,604566	4,429707
341,025	-6,57973	98,83234	4,725866	4,434618
341,03	-6,57973	98,59773	4,70446	4,438302
341,035	-6,658447	98,44132	4,775814	4,438302
341,04	-6,81588	98,28492	4,775814	4,443213
341,045	-6,81588	98,12851	4,832897	4,454264
341,05	-6,343579	98,12851	4,811491	4,454264
341,055	-4,454372	98,20671	4,825761	4,464087
341,06	0,03249436	98,12851	4,79722	4,46777
341,065	7,11702	98,12851	4,79722	4,486188
341,07	15,14615	98,67593	4,804355	4,518112
341,075	22,15196	98,91054	4,918521	4,56477
341,08	28,76418	99,84897	4,875709	4,633529
341,085	36,00614	101,2566	5,018416	4,730529
341,09	43,2481	102,8989	4,961333	4,831213
341,095	49,62417	104,1501	5,153987	4,957681
341,1	54,74078	105,1668	5,068363	5,081693
341,105	59,14892	106,027	5,303829	5,215528
341,11	63,08477	107,4347	5,225341	5,349364
341,115	66,15473	108,6077	5,51789	5,491794
341,12	68,35881	109,3897	5,460807	5,637908
341,125	69,77571	109,9371	5,83898	5,792616
341,13	71,03518	110,7974	5,789033	5,936274
341,135	71,90107	111,5794	6,13153	6,092211
341,14	72,45209	112,8307	6,074447	6,245691
341,145	72,84567	113,6127	6,424079	6,402856
341,15	72,68824	114,0819	6,402673	6,551425
341,155	72,45209	114,5511	6,65241	6,696311
341,16	72,0585	114,3947	6,688086	6,831374
341,165	71,90107	114,8639	6,95923	6,954159
341,17	71,42877	114,6293	7,044854	7,062209
341,175	70,79903	114,0819	7,37308	7,16412
341,18	70,09058	113,5345	7,401621	7,25007
341,185	69,38213	112,8307	7,69417	7,315146
341,19	68,28009	112,0486	7,622817	7,374082
341,195	67,17805	111,7358	7,851148	7,433019
341,2	66,15473	110,9538	7,715576	7,482133
341,205	64,65911	110,1718	7,872554	7,521424
341,21	63,63579	108,9205	7,708441	7,547208
341,215	62,45504	108,2949	7,979584	7,56931
341,22	61,03813	107,5129	7,851148	7,582816
341,225	59,77866	106,5744	8,100885	7,591411
341,23	57,88945	105,5578	8,029531	7,591411
341,235	56,07896	104,4629	8,165103	7,590183
341,24	54,66206	103,9937	8,072344	7,581588
341,245	53,16644	103,5245	8,115156	7,566854
341,25	51,35595	103,4463	8,043802	7,557031
341,255	49,23059	102,9771	8,072344	7,544753
341,26	47,10523	102,8207	8,058073	7,522652
341,265	45,29474	102,8207	8,043802	7,4895
341,27	43,48425	102,5861	8,072344	7,463715
341,275	41,51633	102,5079	7,972449	7,428107
341,28	39,86327	102,5079	7,943907	7,386361
341,285	38,1315	102,8207	7,808336	7,339702
341,29	36,39973	103,0553	7,829742	7,297956
341,295	34,74667	102,9771	7,687035	7,237791
341,3	32,93618	103,1335	7,615681	7,172715
341,305	31,04697	103,5245	7,558599	7,106412
341,31	29,39392	103,5245	7,48011	7,030285
341,315	27,66214	103,2117	7,337403	6,943108
341,32	26,00909	103,0553	7,237508	6,853475
341,325	23,88373	102,8989	7,094801	6,757703
341,33	21,60094	102,9771	7,009177	6,665615
341,335	19,23943	102,9771	6,823658	6,563704
341,34	17,19279	103,2117	6,809387	6,474071
341,345	15,53973	103,5245	6,581056	6,381982
341,35	13,80796	103,8373	6,581056	6,291122
341,355	10,89543	103,8373	6,424079	6,191666
341,36	6,32985	103,6027	6,54538	6,092211
341,365	0,8983808	102,8989	6,281372	5,987844
341,37	-4,296938	102,7425	6,438349	5,87611
341,375	-8,075352	102,1951	6,195748	5,739819
341,38	-10,90916	101,6476	6,23856	5,603528
341,385	-12,56222	101,4912	5,874657	5,45987
341,39	-12,9558	101,1784	5,995958	5,31744
341,395	-12,16863	100,7874	5,62492	5,170098
341,4	-11,38146	100,4746	5,660597	5,04363
341,405	-10,67301	100,4746	5,467942	4,911023
341,41	-9,964558	100,0836	5,475078	4,789466
341,415	-8,941238	100,0836	5,189664	4,669137
341,42	-7,760484	100,1618	5,21107	4,567226
341,425	-6,658447	100,5528	4,882844	4,468998
341,43	-6,107428	101,1002	4,818626	4,381821
341,435	-5,084107	101,8823	4,533212	4,303239
341,44	-4,218221	102,7425	4,633107	4,254125
341,445	-3,431052	103,6809	4,369099	4,203783
341,45	-2,801316	104,854	4,454723	4,163264
341,455	-2,407731	105,8706	4,304881	4,138707
341,46	-2,250297	106,8872	4,440453	4,122745
341,465	-2,092863	107,4347	4,155039	4,106783
341,47	-2,014146	108,2949	4,369099	4,100644
341,475	-1,541845	109,2333	4,147904	4,093277
341,48	-1,463128	110,1718	4,269204	4,092049
341,485	-1,384411	110,3282	4,147904	4,080999
341,49	-1,384411	110,4846	4,283475	4,066264
341,495	-1,069543	110,5628	4,105091	4,047847
341,5	-1,14826	110,4846	4,204986	4,022062
341,505	-1,305694	110,3282	4,155039	3,987682
341,51	-1,463128	110,0154	4,233528	3,956986
341,515	-1,699279	109,2333	4,176445	3,92629
341,52	-1,777996	108,7641	4,219257	3,902961
341,525	-1,620562	108,3731	4,312016	3,884543
341,53	-1,620562	108,4513	4,16931	3,872265
341,535	-1,856712	108,4513	4,219257	3,868581
341,54	-2,329014	108,1385	4,233528	3,857531
341,545	-2,565165	108,0603	4,197851	3,857531
341,55	-2,329014	107,6693	4,190716	3,859986
341,555	-2,329014	107,2	4,204986	3,857531
341,56	-2,486448	106,7308	4,204986	3,859986
341,565	-2,407731	106,4962	4,126497	3,864898
341,57	-2,407731	106,1834	4,126497	3,871037
341,575	-2,250297	105,9488	4,097956	3,879632
341,58	-2,329014	105,7924	4,069415	3,879632
341,585	-2,486448	105,3232	4,062279	3,883315
341,59	-2,407731	105,245	4,147904	3,879632
341,595	-1,856712	104,854	4,219257	3,869809
341,6	-1,777996	104,3847	4,197851	3,861214
341,605	-1,856712	103,6809	4,312016	3,864898
341,61	-1,620562	103,5245	4,204986	3,867353
341,615	-1,463128	103,5245	4,397641	3,882087
341,62	-1,699279	104,0719	4,269204	3,890682
341,625	-1,856712	104,0719	4,447588	3,911556
341,63	-2,092863	104,2283	4,254934	3,927518
341,635	-2,329014	104,1501	4,397641	3,936113
341,64	-2,643882	103,8373	4,190716	3,939796
341,645	-2,565165	103,8373	4,369099	3,950847
341,65	-2,722599	103,7591	4,105091	3,944708
341,655	-2,643882	103,6027	4,247798	3,952075
341,66	-2,643882	103,6027	4,069415	3,964353
341,665	-2,486448	103,6809	4,197851	3,986454
341,67	-2,17158	104,3847	4,07655	3,999961
341,675	-2,250297	104,4629	4,219257	4,012239
341,68	-2,250297	104,2283	4,097956	4,02329
341,685	-2,092863	103,8373	4,297746	4,038024
341,69	-2,17158	103,4463	4,083685	4,038024
341,695	-1,856712	102,8207	4,269204	4,046619
341,7	-1,699279	102,7425	4,033738	4,046619
341,705	-1,699279	102,6643	4,212122	4,055214
341,71	-1,777996	102,1951	4,005197	4,060125
341,715	-1,935429	102,2733	4,212122	4,06872
341,72	-2,17158	101,9605	4,033738	4,080999
341,725	-2,486448	101,8823	4,304881	4,098188
341,73	-2,407731	101,9605	4,090821	4,105555
341,735	-2,486448	102,0387	4,361964	4,12029
341,74	-2,329014	101,804	4,212122	4,136252
341,745	-2,329014	101,8823	4,411911	4,142391
341,75	-2,17158	101,4912	4,226392	4,147302
341,755	-2,092863	101,3348	4,340558	4,152214
341,76	-2,17158	101,022	4,262069	4,157125
341,765	-2,092863	100,8656	4,312016	4,152214
341,77	-2,092863	100,7874	4,247798	4,159581
341,775	-2,092863	100,8656	4,297746	4,176771
341,78	-2,092863	101,022	4,304881	4,19396
341,785	-2,092863	101,1784	4,297746	4,205011
341,79	-2,17158	100,8656	4,304881	4,213606
341,795	-2,407731	100,7092	4,326287	4,220973
341,8	-2,014146	100,4746	4,269204	4,224657
341,805	-2,092863	100,24	4,326287	4,227112
341,81	-2,092863	100,0836	4,283475	4,234479
341,815	-1,777996	100,3182	4,347693	4,244302
341,82	-1,777996	100,4746	4,283475	4,250441
341,825	-1,777996	100,3964	4,369099	4,260264
341,83	-1,856712	100,3964	4,340558	4,27377
341,835	-2,014146	100,4746	4,397641	4,274998
341,84	-2,014146	100,1618	4,447588	4,274998
341,845	-2,014146	99,69257	4,390505	4,265175
341,85	-2,17158	99,06695	4,419047	4,263948
341,855	-2,407731	98,91054	4,440453	4,259036
341,86	-3,037467	98,75413	4,554618	4,261492
341,865	-3,745919	98,83234	4,447588	4,268859
341,87	-5,005391	99,14515	4,647378	4,282365
341,875	-6,658447	99,06695	4,504671	4,289732
341,88	-8,390219	98,83234	4,661648	4,295872
341,885	-10,12199	98,67593	4,533212	4,292188
341,89	-11,46018	98,28492	4,711596	4,292188
341,895	-12,32607	98,05031	4,497535	4,270087
341,9	-13,03452	97,7375	4,633107	4,255353
341,905	-12,64093	97,8157	4,4904	4,238163
341,91	-12,0112	97,65929	4,625972	4,224657
341,915	-11,14531	97,26828	4,504671	4,202555
341,92	-10,20071	96,95547	4,568889	4,184138
341,925	-9,177389	96,79906	4,440453	4,174315
341,93	-7,60305	96,64266	4,440453	4,174315
341,935	-6,264862	96,72086	4,326287	4,170631
341,94	-5,713843	97,26828	4,4904	4,184138
341,945	-5,005391	97,34648	4,304881	4,197644
341,95	-4,375655	97,9721	4,518941	4,216062
341,955	-3,824636	98,36312	4,419047	4,22834
341,96	-3,667202	98,44132	4,633107	4,261492
341,965	-3,588485	98,51953	4,497535	4,287277
341,97	-3,98207	98,44132	4,711596	4,309378
341,975	-4,296938	98,59773	4,497535	4,330251
341,98	-4,611806	98,91054	4,70446	4,351125
341,985	-5,162824	98,91054	4,476129	4,378137
341,99	-5,713843	98,98874	4,718731	4,400239
341,995	-6,264862	99,06695	4,454723	4,424796
342	-6,422296	99,22335	4,675919	4,45058
342,005	-6,57973	99,22335	4,604566	4,464087
342,01	-6,737163	99,22335	4,69019	4,46777
342,015	-6,737163	99,22335	4,675919	4,472682
342,02	-6,81588	98,59773	4,775814	4,475137
342,025	-6,737163	98,28492	4,70446	4,468998
342,03	-6,57973	98,05031	4,70446	4,460403
342,035	-4,847957	97,8157	4,683054	4,457947
342,04	-0,4398074	97,8939	4,733002	4,46777
342,045	6,408567	98,28492	4,711596	4,482504
342,05	14,35898	99,06695	4,761543	4,514428
342,055	21,67966	99,22335	4,825761	4,570909
342,06	28,21316	99,84897	4,90425	4,637213
342,065	35,21897	100,9438	4,918521	4,723162
342,07	42,61837	102,1169	5,054092	4,822618
342,075	49,07316	103,3681	5,075498	4,93558
342,08	54,34719	104,3847	5,196799	5,057136
342,085	58,67662	105,3232	5,303829	5,192199
342,09	62,69119	106,8872	5,453672	5,33463
342,095	65,83987	108,2949	5,532161	5,493022
342,1	68,28009	109,6243	5,753356	5,650186
342,105	69,53956	110,4846	5,910334	5,812262
342,11	70,79903	111,1884	5,974552	5,971882
342,115	71,82235	111,8922	6,195748	6,131502
342,12	72,29466	112,8307	6,25283	6,281299
342,125	72,68824	113,5345	6,552515	6,429868
342,13	72,68824	113,9255	6,531109	6,564931
342,135	72,37337	114,5511	6,873605	6,706134
342,14	72,13722	114,5511	6,873605	6,828918
342,145	71,66492	114,7075	7,151884	6,950475
342,15	71,42877	114,9421	7,166155	7,067121
342,155	70,79903	114,3947	7,437298	7,173943
342,16	70,01186	113,9255	7,415892	7,263576
342,165	69,30341	113,2999	7,687035	7,344614
342,17	68,12266	112,596	7,722712	7,401095
342,175	67,17805	111,9704	7,979584	7,451436
342,18	66,07602	110,7974	8,015261	7,482133
342,185	64,89526	109,9371	8,179374	7,525107
342,19	63,47836	108,6859	8,143697	7,55212
342,195	62,37632	108,1385	8,300675	7,575449
342,2	61,03813	107,5129	8,165103	7,590183
342,205	59,69994	106,8872	8,30781	7,608601
342,21	57,73202	105,9488	8,136562	7,61474
342,215	56,00025	104,854	8,343487	7,617196
342,22	54,42591	104,3065	8,086614	7,604917
342,225	53,08772	103,6027	8,357757	7,595094
342,23	51,27723	103,4463	8,072344	7,575449
342,235	49,23059	102,6643	8,293539	7,55212
342,24	46,9478	102,3515	8,00099	7,531246
342,245	45,21602	102,4297	8,150832	7,509145
342,25	43,48425	102,6643	7,886825	7,475993
342,255	41,35889	102,3515	7,993855	7,442842
342,26	39,46969	102,2733	7,779794	7,396183
342,265	37,89535	102,1951	7,865418	7,34707
342,27	36,16358	102,6643	7,779794	7,290589
342,275	34,58924	103,0553	7,8012	7,229196
342,28	33,0149	103,2117	7,69417	7,169032
342,285	31,12569	103,9155	7,658493	7,1015
342,29	29,47263	103,7591	7,530057	7,02169
342,295	27,74086	103,2117	7,408756	6,940652
342,3	25,93037	102,8207	7,237508	6,859615
342,305	23,80501	102,8989	7,151884	6,773665
342,31	21,52222	102,8989	7,037718	6,68526
342,315	19,082	103,1335	6,987771	6,601767
342,32	17,19279	103,6809	6,823658	6,520729
342,325	15,22487	104,3065	6,802252	6,433552
342,33	13,65053	104,5411	6,659545	6,343919
342,335	10,97415	104,0719	6,623868	6,244464
342,34	6,408567	103,5245	6,502568	6,141325
342,345	0,9770978	103,0553	6,45262	6,025907
342,35	-3,903353	102,7425	6,295642	5,910489
342,355	-7,917918	102,5079	6,217154	5,782793
342,36	-10,98788	101,9605	6,138665	5,640363
342,365	-12,4835	101,804	5,960281	5,49425
342,37	-12,79837	101,2566	5,903198	5,356731
342,375	-12,24735	100,5528	5,646326	5,216756
342,38	-11,38146	100,24	5,646326	5,085377
342,385	-10,67301	100,0836	5,368048	4,949086
342,39	-9,964558	99,92718	5,3181	4,826301
342,395	-8,941238	99,77077	5,018416	4,710884
342,4	-7,760484	100,1618	4,975604	4,600378
342,405	-6,737163	100,631	4,718731	4,498466
342,41	-5,871277	101,3348	4,675919	4,411289
342,415	-5,241541	101,9605	4,411911	4,331479
342,42	-4,218221	102,5861	4,426182	4,267631
342,425	-3,431052	103,5245	4,219257	4,224657
342,43	-2,880033	104,854	4,233528	4,198872
342,435	-2,565165	106,1834	4,07655	4,179226
342,44	-2,329014	107,2	4,147904	4,16572
342,445	-2,329014	108,2949	4,033738	4,155897
342,45	-2,17158	108,7641	4,16931	4,149758
342,455	-1,856712	109,3897	4,105091	4,132568
342,46	-1,620562	109,7807	4,269204	4,112923
342,465	-1,541845	109,8589	4,083685	4,092049
342,47	-1,463128	110,25	4,29061	4,071176
342,475	-1,384411	110,4064	4,048009	4,041707
342,48	-1,305694	110,7192	4,197851	4,02329
342,485	-1,384411	110,7974	3,990926	3,996277
342,49	-1,620562	110,4846	4,247798	3,968037
342,495	-1,777996	109,7807	4,033738	3,925062
342,5	-1,777996	108,9987	4,219257	3,886999
342,505	-1,777996	108,6077	4,055144	3,862442
342,51	-1,699279	107,9039	4,197851	3,844024
342,515	-2,092863	107,9039	3,998061	3,831746
342,52	-2,329014	107,5911	4,112227	3,831746
342,525	-2,565165	107,8257	4,048009	3,841569
342,53	-2,329014	107,7475	4,048009	3,851391
342,535	-2,486448	107,5129	4,019467	3,861214
342,54	-2,486448	107,2	4,090821	3,871037
342,545	-2,643882	106,6526	4,033738	3,883315
342,55	-2,407731	106,418	4,069415	3,884543
342,555	-2,329014	106,027	4,062279	3,888227
342,56	-2,486448	105,9488	4,090821	3,898049
342,565	-2,643882	105,8706	4,097956	3,906644
342,57	-2,407731	105,636	4,147904	3,907872
342,575	-2,014146	105,5578	4,105091	3,911556
342,58	-1,699279	104,9322	4,140768	3,907872
342,585	-1,856712	104,3065	4,055144	3,901733
342,59	-1,699279	103,7591	4,119362	3,893138
342,595	-1,620562	103,3681	4,119362	3,893138
342,6	-1,856712	103,8373	4,219257	3,900505
342,605	-2,17158	104,1501	4,254934	3,912784
342,61	-2,329014	104,6194	4,197851	3,92629
342,615	-2,486448	104,6976	4,269204	3,95453
342,62	-2,565165	104,9322	4,155039	3,972948
342,625	-2,565165	105,0886	4,262069	3,990138
342,63	-2,565165	104,854	4,105091	3,995049
342,635	-2,643882	104,2283	4,204986	4,001189
342,64	-2,486448	104,0719	4,062279	4,011011
342,645	-2,407731	104,2283	4,254934	4,024518
342,65	-2,092863	104,6194	4,048009	4,035568
342,655	-2,092863	104,4629	4,18358	4,052758
342,66	-2,250297	104,1501	4,019467	4,056442
342,665	-2,250297	104,0719	4,133633	4,058897
342,67	-2,014146	103,9155	4,026603	4,065037
342,675	-2,014146	102,9771	4,176445	4,069948
342,68	-1,699279	102,8207	4,097956	4,069948
342,685	-1,699279	102,7425	4,262069	4,073631
342,69	-1,699279	102,5079	4,155039	4,079771
342,695	-2,092863	102,2733	4,269204	4,098188
342,7	-2,250297	102,4297	4,16931	4,104328
342,705	-2,643882	102,1951	4,297746	4,125201
342,71	-2,880033	101,9605	4,233528	4,142391
342,715	-2,722599	102,0387	4,404776	4,157125
342,72	-2,722599	101,804	4,27634	4,164492
342,725	-2,486448	101,413	4,568889	4,176771
342,73	-2,407731	101,2566	4,333422	4,186593
342,735	-2,329014	101,2566	4,611701	4,197644
342,74	-2,329014	101,2566	4,369099	4,2001
342,745	-2,17158	100,9438	4,633107	4,203783
342,75	-2,17158	100,631	4,361964	4,203783
342,755	-2,407731	100,24	4,533212	4,198872
342,76	-2,250297	99,92718	4,333422	4,190277
342,765	-2,17158	99,69257	4,476129	4,189049
342,77	-2,092863	99,61437	4,247798	4,186593
342,775	-2,250297	99,61437	4,419047	4,191505
342,78	-2,17158	100,0054	4,390505	4,201327
342,785	-1,935429	100,3964	4,504671	4,218517
342,79	-2,17158	100,4746	4,461859	4,232024
342,795	-1,935429	100,631	4,511806	4,236935
342,8	-1,856712	100,4746	4,411911	4,243074
342,805	-1,856712	100,1618	4,447588	4,257808
342,81	-2,014146	100,0836	4,369099	4,26272
342,815	-1,935429	100,0836	4,419047	4,268859
342,82	-2,092863	100,1618	4,319152	4,276226
342,825	-2,17158	100,0054	4,476129	4,286049
342,83	-2,329014	100,24	4,426182	4,294644
342,835	-2,722599	99,92718	4,533212	4,294644
342,84	-3,116184	99,92718	4,440453	4,297099
342,845	-3,903353	99,45796	4,533212	4,292188
342,85	-4,76924	99,30155	4,397641	4,27377
342,855	-6,422296	98,91054	4,497535	4,261492
342,86	-8,468936	98,59773	4,461859	4,252897
342,865	-9,964558	98,44132	4,454723	4,236935
342,87	-11,22403	98,44132	4,518941	4,225884
342,875	-12,32607	98,36312	4,447588	4,21115
342,88	-12,79837	97,9721	4,518941	4,196416
342,885	-12,71965	97,7375	4,404776	4,175543
342,89	-12,08992	97,50289	4,497535	4,154669
342,895	-11,14531	97,03367	4,376235	4,136252
342,9	-10,20071	96,79906	4,483265	4,127657
342,905	-9,177389	96,72086	4,419047	4,117834
342,91	-7,60305	96,72086	4,540348	4,121517
342,915	-6,343579	97,11187	4,390505	4,130112
342,92	-5,556409	97,65929	4,483265	4,150986
342,925	-4,76924	97,8157	4,447588	4,166948
342,93	-4,296938	98,20671	4,483265	4,187821
342,935	-3,667202	98,28492	4,390505	4,206239
342,94	-3,588485	98,12851	4,497535	4,227112
342,945	-3,431052	98,20671	4,419047	4,244302
342,95	-3,667202	98,44132	4,4904	4,272543
342,955	-4,139504	98,91054	4,447588	4,297099
342,96	-4,76924	99,37976	4,618836	4,327796
342,965	-5,005391	99,69257	4,511806	4,349897
342,97	-5,556409	99,69257	4,69019	4,378137
342,975	-6,107428	99,53616	4,533212	4,392872
342,98	-6,422296	99,14515	4,661648	4,396555
342,985	-6,658447	98,67593	4,426182	4,392872
342,99	-6,81588	98,36312	4,633107	4,391644
342,995	-6,894597	98,05031	4,361964	4,384277
343	-6,894597	97,8939	4,59743	4,378137
343,005	-6,973314	97,58109	4,461859	4,369542
343,01	-6,737163	97,42468	4,647378	4,369542
343,015	-5,162824	97,50289	4,511806	4,368315
343,02	-1,069543	97,58109	4,668784	4,380593
343,025	5,385247	97,8157	4,533212	4,406378
343,03	13,49309	98,51953	4,604566	4,449352
343,035	20,89249	98,91054	4,533212	4,503378
343,04	27,66214	99,53616	4,675919	4,569681
343,045	34,66795	100,631	4,70446	4,650719
343,05	41,98863	101,804	4,847167	4,746491
343,055	48,60085	103,0553	4,939927	4,852086
343,06	54,11104	104,2283	5,068363	4,977326
343,065	58,51919	105,4014	5,054092	5,118529
343,07	62,45504	106,9654	5,268153	5,267098
343,075	65,91858	108,7641	5,339506	5,421807
343,08	67,96522	110,1718	5,532161	5,588794
343,085	69,53956	111,032	5,610649	5,760692
343,09	70,79903	111,814	5,82471	5,922768
343,095	71,82235	112,596	5,910334	6,075021
343,1	72,45209	113,4563	6,124394	6,224818
343,105	72,84567	114,0819	6,224289	6,374615
343,11	72,76696	114,3947	6,45262	6,519501
343,115	72,60952	114,7075	6,638139	6,661931
343,12	72,13722	114,7857	6,802252	6,804361
343,125	71,82235	114,9421	7,087666	6,933285
343,13	71,66492	114,9421	7,144749	7,047475
343,135	71,03518	114,7075	7,38735	7,15307
343,14	70,1693	114,0037	7,423027	7,242703
343,145	69,46085	113,2999	7,69417	7,324968
343,15	68,43753	112,205	7,687035	7,386361
343,155	67,4142	111,8922	7,915366	7,441614
343,16	66,31217	110,641	7,879689	7,487044
343,165	65,21013	109,7025	8,100885	7,523879
343,17	63,71451	108,6859	8,015261	7,55212
343,175	62,45504	107,7475	8,186509	7,5865
343,18	61,43172	107,3565	8,150832	7,601234
343,185	60,01481	106,4962	8,229321	7,619651
343,19	58,28304	105,7924	8,179374	7,63193
343,195	56,2364	104,7758	8,229321	7,645436
343,2	54,74078	104,0719	8,122291	7,647892
343,205	53,40259	103,6809	8,165103	7,639297
343,21	51,67081	103,4463	7,979584	7,622107
343,215	49,54546	102,9771	8,086614	7,607373
343,22	47,49882	102,7425	7,901095	7,582816
343,225	45,53089	102,6643	8,065208	7,557031
343,23	43,64169	102,5079	7,872554	7,522652
343,235	41,67376	102,5079	8,029531	7,488272
343,24	39,62712	102,2733	7,736982	7,436702
343,245	37,89535	102,0387	7,901095	7,383905
343,25	36,16358	102,3515	7,572869	7,324968
343,255	34,74667	102,5079	7,729847	7,26726
343,26	33,09361	102,8207	7,408756	7,18745
343,265	31,28312	103,1335	7,544328	7,112551
343,27	29,55135	103,4463	7,287456	7,036424
343,275	27,8983	103,2117	7,37308	6,954159
343,28	26,08781	103,0553	7,166155	6,868209
343,285	24,04116	102,8207	7,208967	6,779805
343,29	21,83709	102,8207	7,030583	6,688944
343,295	19,63302	102,9771	7,002042	6,604223
343,3	17,35022	103,4463	6,766575	6,509678
343,305	15,3823	103,9155	6,723763	6,41759
343,31	13,88668	104,1501	6,602462	6,326729
343,315	11,36774	104,0719	6,552515	6,227274
343,32	7,11702	103,5245	6,402673	6,122907
343,325	1,68555	102,8989	6,445485	6,011173
343,33	-3,273618	102,8207	6,217154	5,890844
343,335	-7,524333	102,1951	6,245695	5,759464
343,34	-10,51558	101,6476	5,995958	5,620718
343,345	-12,56222	101,3348	6,003093	5,47706
343,35	-12,87709	100,9438	5,710544	5,335857
343,355	-12,32607	100,3964	5,646326	5,197111
343,36	-11,46018	99,92718	5,417995	5,063276
343,365	-10,83044	99,92718	5,346642	4,940491
343,37	-10,12199	99,92718	5,161123	4,822618
343,375	-9,177389	99,84897	5,061228	4,714567
343,38	-8,075352	100,24	4,925656	4,618795
343,385	-6,81588	100,7874	4,733002	4,527935
343,39	-5,949994	101,3348	4,675919	4,440758
343,395	-5,320258	102,1169	4,447588	4,357264
343,4	-4,296938	102,5079	4,454723	4,292188
343,405	-3,667202	103,2899	4,304881	4,240619
343,41	-2,880033	104,7758	4,326287	4,203783
343,415	-2,486448	105,636	4,176445	4,175543
343,42	-2,329014	106,9654	4,219257	4,166948
343,425	-2,17158	108,1385	4,097956	4,147302
343,43	-2,014146	108,6077	4,097956	4,139935
343,435	-1,856712	109,3115	4,040873	4,127657
343,44	-1,620562	109,8589	4,126497	4,121517
343,445	-1,384411	110,0154	4,105091	4,101872
343,45	-1,305694	110,0936	4,155039	4,078543
343,455	-1,14826	110,0154	4,140768	4,050302
343,46	-1,305694	110,1718	4,247798	4,028201
343,465	-1,226977	110,3282	4,147904	3,990138
343,47	-1,463128	110,25	4,304881	3,966809
343,475	-1,699279	109,6243	4,162174	3,937341
343,48	-1,699279	109,1551	4,219257	3,912784
343,485	-1,856712	108,7641	4,012332	3,884543
343,49	-1,777996	108,1385	4,176445	3,864898
343,495	-2,014146	107,9039	3,883896	3,847708
343,5	-2,17158	107,5911	4,055144	3,831746
343,505	-2,407731	107,7475	3,826813	3,813328
343,51	-2,486448	107,5129	4,062279	3,813328
343,515	-2,329014	107,4347	3,826813	3,8121
343,52	-2,486448	107,1218	4,040873	3,821923
343,525	-2,565165	106,2616	3,891031	3,819467
343,53	-2,407731	105,7924	3,96952	3,825607
343,535	-2,250297	104,854	3,826813	3,821923
343,54	-2,565165	104,6194	3,919572	3,821923
343,545	-2,722599	104,3847	3,791136	3,823151
343,55	-2,250297	104,6194	3,898166	3,832974
343,555	-1,856712	104,7758	3,833948	3,845252
343,56	-1,935429	104,5411	3,998061	3,855075
343,565	-1,777996	104,3847	3,926708	3,862442
343,57	-1,699279	103,9937	3,998061	3,872265
343,575	-1,777996	103,9155	3,919572	3,875948
343,58	-1,856712	103,8373	3,990926	3,872265
343,585	-2,014146	103,8373	3,855354	3,88086
343,59	-2,250297	103,9155	4,012332	3,895594
343,595	-2,486448	104,0719	3,905302	3,9091
343,6	-2,565165	104,6194	4,005197	3,92629
343,605	-2,329014	105,0104	3,96952	3,953303
343,61	-2,407731	104,854	4,105091	3,968037
343,615	-2,565165	104,5411	4,069415	3,970492
343,62	-2,250297	104,2283	4,197851	3,966809
343,625	-2,250297	103,9937	4,133633	3,970492
343,63	-2,17158	103,7591	4,155039	3,969265
343,635	-2,17158	103,6027	4,155039	3,969265
343,64	-2,250297	103,5245	4,140768	3,976632
343,645	-2,250297	103,5245	4,219257	3,990138
343,65	-2,014146	103,4463	4,119362	3,997505
343,655	-2,014146	103,0553	4,240663	4,008556
343,66	-2,092863	102,8207	4,162174	4,014695
343,665	-1,935429	102,3515	4,233528	4,025745
343,67	-1,935429	101,9605	4,140768	4,029429
343,675	-2,250297	101,6476	4,254934	4,044163
343,68	-2,329014	101,7258	4,162174	4,063809
343,685	-2,880033	101,8823	4,304881	4,094505
343,69	-2,95875	102,0387	4,226392	4,11415
343,695	-2,880033	102,3515	4,269204	4,139935
343,7	-2,565165	102,1169	4,262069	4,154669
343,705	-2,565165	101,8823	4,297746	4,170631
343,71	-2,565165	101,1784	4,240663	4,170631
343,715	-2,329014	101,022	4,29061	4,173087
343,72	-2,250297	100,7874	4,155039	4,170631
343,725	-2,329014	100,631	4,340558	4,175543
343,73	-2,250297	100,5528	4,162174	4,179226
343,735	-2,092863	100,631	4,376235	4,198872
343,74	-2,329014	100,631	4,204986	4,208695
343,745	-2,250297	100,5528	4,433317	4,218517
343,75	-2,407731	100,24	4,190716	4,213606
343,755	-2,486448	99,69257	4,38337	4,212378
343,76	-2,565165	99,37976	4,162174	4,213606
